Rank,Title,Artist(s),Artists Separately
77,"""Side to Side""",Ariana Grande featuring Nicki Minaj,Ariana Grande;Nicki Minaj
78,"""Sit Still, Look Pretty""",Daya,Daya
79,"""Wildest Dreams""",Taylor Swift,Taylor Swift
80,"""Middle""",DJ Snake featuring Bipolar Sunshine,DJ Snake;Bipolar Sunshine
81,"""On My Mind""",Ellie Goulding,Ellie Goulding
82,"""Pop Style""",Drake featuring Jay-Z and Kanye West[a],Drake;Jay-Z;Kanye West;[a]
83,"""When We Were Young""",Adele,Adele
84,"""Hide Away""",Daya,Daya
85,"""Lean On""",Major Lazer and DJ Snake featuring MØ,Major Lazer;DJ Snake;MØ
86,"""I Know What You Did Last Summer""",Shawn Mendes and Camila Cabello,Shawn Mendes;Camila Cabello
87,"""All the Way Up""",Fat Joe and Remy Ma featuring French Montana and Infared,Fat Joe;Remy Ma;French Montana
88,"""Watch Me""",Silentó,Silentó
89,"""Back to Sleep""",Chris Brown,Chris Brown
90,"""No Limit""",Usher featuring Young Thug,Usher;Young Thug
91,"""Cut It""",O.T. Genasis featuring Young Dolph,O.T. Genasis;Young Dolph
92,"""Really Really""",Kevin Gates,Kevin Gates
93,"""All In My Head (Flex)""",Fifth Harmony featuring Fetty Wap,Fifth Harmony;Fetty Wap
94,"""Starving""",Hailee Steinfeld and Grey featuring Zedd,Hailee Steinfeld;Grey;Zedd
95,"""Adventure of a Lifetime""",Coldplay,Coldplay
96,"""Humble and Kind""",Tim McGraw,Tim McGraw
97,"""Wicked""",Future,Future
98,"""Tiimmy Turner""",Desiigner,Desiigner
99,"""See You Again""",Wiz Khalifa featuring Charlie Puth,Wiz Khalifa;Charlie Puth
100,"""Perfect""",One Direction,One Direction
